comment_text,label
"On the other hand, Reliance Jio gives subscription for unlimited calls (STD, roaming) for 3k - 3 months, unlimited 4G (that is, actual 4G speed). Oh and wait, they extended this plan from 3 months to 4 for the early customers.
Airtel has to lower its 4G / 3G tariffs. For 1599 only 5GB Internet? : |",NAG
Mistry must justify wrongdoing by Tata Sons: Tata Counsel,NAG
What about the Suzlon energy in terms of buying through Canadian solar?,NAG
Baba always wants to envelop the emotional atmosphere that he has drastically lost drastically.,NAG
People will be happy if they have at 2 km,CAG
Please do not lose the series. It will be disgraceful to lose this Australian team at home ...,NAG
Well said,NAG
India has become a leading country in mobile data usage: Mukesh Ambani,NAG
Agreed.,NAG
"Where is intolerance Indian groups .... Where is all.khan ....
Amir Khan Muslim ... talking Everyone thinks ....",OAG
Tweet or hate?,CAG
"Indian Express, Shirish Kunder found more recognizable personality for the front page news --- This is where standard the Indian Express went - Oh I forgot Mrs of Sitaram Yachur is Resident Editor of Indian Express --- Then it is fine",CAG
#ENTERTAINMENT | Karan Johar could have Justin Bieber to start #KoffeeWithKaran Season Six.,CAG
But that is hypothetical. BJP will never win.,CAG
"Mohit Soni that is reality, please read it carefully",NAG
"5 lakh at both (unbiased approach) regardless of rank of medal👍👍, proud to be a football player",NAG
Pakisthan has no air of pretending anything .... liars,OAG
"I'm not a fan fan Salman, but I think you are a fan of Zee News Nano Chit in 2000 notes and do not let intellect talk here coz people who have a low intellect to judge people based on their choices",CAG
"---- The majority of Kashmiris is pro-India, but unable to effectively claim to bring normalcy to Kashmir. Therefore, I will travel to Kashmir on invitation, where we will try with all pro-Indian Kashmiris (through political movement) bring normalcy in Kashmir and also to solve Kashmir problem, as mentioned:

http://aapress.com/ethnicity/indian/another-opportunity-to-solve-kashmir-problem/ OR

http://www.alwihdainfo.com/Another-opportunity-to-solve- cashmere problem_a43528.html OR

http://www.pakistanchristianpost.com/letterdetails.php?letterid=790 OR

https://groups.yahoo.com/neo/groups/kashmir-global-network/conversations/messages/50215

greetings

E-Mail: hemraj_jain@yahoo.com",NAG
"But lynching has never been part of the freedom struggle, but how can the Chaddis, who were always the Brits of the British, know that?",CAG
shame on you,OAG
"Dear India, stop playing with the feelings of your people.",CAG
Why do not you compare the five worst unrest after independence and let us know where it has fallen more than the congressional CMs of the other border states,NAG
"I remember Japanese fans doing this during the last FIFA World Cup, so I'm wondering if Mizo's Japanese offspring are in the famous battle of Kohima between the British and the Japanese during the Second World War
Ps.s. Pun intended",NAG
When is work on NH-8? Partial Hero Honda Chowk ??,NAG
Anna Hazare is an agent,CAG
Ask the Khans to do it ... Any way they kill them when they're drunk ... And then you start to be human,CAG
"You can be sure that the gunman was a white American (Christian and not Muslim), otherwise the headline would read ""Muslim"" rather than ""drinking beer"" as the first word. There would be more calls for Trump's ""Muslim Ban"", which has not translated the Laugh of the World - but will the big Orange One now demand a ""beer drink ban""?",CAG
"If you can not do anything for your country, at least support those who are trying to do something better for the country. Today, the whole world recognizes India just for modes.",CAG
"And these are the people who promise not to ban beef in the northeast, hypocrisy at their best.",OAG
"You should not take this guy seriously. After all his only contribution, he produces three children.",OAG
"All Indian Muslims are anti-Indians, they are just waiting to become, how soon they will become majority people and grab India, and always show their heart sympathy with Pakistan and on the outside they show that they love India, every farce.",OAG
What the hell is happening?,OAG
"Man, what about you guys copy everywhere the same comment .. not all get tired ..",CAG
"Amma will always stay in our hearts
May her noble soul rest in peace.",NAG
I like,NAG
According to Zee News 405 for seats for BJP in UP. The constituency totals 403. Two Seats awarded by Zee News are free.,CAG
"Irony is your display image at one end, you're happy to see an innocent death, and at the other end you're praying that you will not kill an innocent",CAG
What about Tata engines? Was there too much reaction? What is your opinion?,NAG
Your army has invaded our territory like a thief. Your army men are cowards. India has made surgical strikes and informed informed your army.,OAG
Nobody can beat modes now. The Bihari people may be sad that they are not choosing a burden,CAG
Anuj and Porinju believe that the markets will reach a new high before the budget,NAG
So-called Seculars ruled nation for 60yrs and they have not even banned RSS ...... lol,OAG
#salute you my friend,OAG
This doll came out for the MCD election #chutiya,CAG
"You get benefits because these areas are not used, which is why roads are beginning to weaken them,",CAG
Are you guys from the university? Gaurav Seth PJ Anshu Mishra Shubham Singh,NAG
"It's okay. We lost a match, not the series. Losing and winning is part of the game that does not always win every game. You win something. you lose something.",NAG
"So they fired over the border and then went in to mutilate the bodies. I'm sorry, I do not buy this at all.",CAG
Do you see how skillfully all time highs are beaten in this process?,NAG
"Yes. That will happen, of course. When cow becomes president, PM, CM, MP, MLA and people loiter on the road foraging, dying after swallowing plastic.",CAG
"Let us accept the fact that here we have a mini-Pakistan and many pro-Pakistani anti-national elements exist within the country. Financed by hostile countries to weaken the integrity, peace and security of the nation through the help of some heavyweight traitors in politics. Be it in Northeastern, Kashmir or Hyderabad, as long as a large part of the margins for their short-term political or monetary benefits destabilize the economy or national integrity by supporting external forces, the problem of Pakistan or China will be a distant dream for Modi & his associates , If the lazy fish do not come out of the pond, we can not expect a clean system.",NAG
"Winning elections is not important, but to meet the expectations of citizens. Today, people are blind to religion, not development
To be honest, we need activists from all like-minded people who want to experience unbiased development. This group of activists should hold legal control over politicians, beurocrats, to see that they function properly and do not squander public money. This is just one way to save our country from religious and corrupt politicians",OAG
Guess what ... It all happens right every day .. ??,OAG
Congratulations!,NAG
"11000 or 11 lakh. In the end, the truth prevails and the truth is that Kejriwal delivers! Period!!",NAG
"Of course, every good job is matched by a group of stakeholders. In fact, our political parties often use such elements in their search for electoral banks. Aggressive media activism is also missing. Hello",CAG
"would like to know Welspun India, REC, Wockhardt, GATI and Metalyst",NAG
True,CAG
"People .. how long we wear this Nusiance. Are we so weak that we can not give an appropriate answer, 😡😡😡😡",NAG
"But reserve is not a poverty reduction scheme, but only for those social groups that have historically been exploited, marginalized, weakened. Muslims wanted windows in OBCs, Supreme Court says they can create subwindows in OBCs without breaking 50% barrier, but not based on religion.",CAG
"Jokes are taken very seriously, that's an Indian way of doing business - fear of insecurity",NAG
"I am for the freedom of speech, but against the paralyzing freedom of speech of another young person!",CAG
"If they do not, their image will continue to deteriorate",OAG
We will see a new fight between Tata sons and Shapoorjees.,NAG
Mens blame. .daily soaps for women s .mental violence against men,NAG
"And there was a time when we had the congress both in the state and in the center, 15 years in Assam and 10 years in the center, and most importantly a PM nominated by Assam!",NAG
He should be paid by the police who kept the money. Or as promised RBI,CAG
"Yes, Antonio ... for us God is in us. So, all / each is a manifestation of God for the followers of the Sanatana Dharma.",NAG
Our president has no story like Modi killing thousands of Muslims in Gujrat,OAG
Mouni Baba open mouth,CAG
"Unfortunately, Anna has lost all credibility. He conveniently forgot the Lokpal account. He is saffron under the skin. Kejriwal in turn changed the face of Indian politics. The big parties silently took over everything he stands for.",CAG
"1). Normally, loudspeakers should not be used between 10pm and 6am.

2) ""If Muslims have the right to give Azaan, non-Muslims have the right to sleep peacefully."" Judgment of the Supreme Court",CAG
"If India can shoot at innocent civilians, then the mutilation of its soldiers is fully justified",OAG
"Mohammad Usman. Get out of my country.
The partitioning was based on the two-nation theory. So all Muslims should have gone to Pakistan.",OAG
I would like to meet the girl who said that the iPhone is user friendly !!!,CAG
But it is a big decision and TATA needs to clear the air.,NAG
Hello Anuj Sir will choose your views on just after this rally this will continue or profit booking,NAG
"You are the best of everything ... 💞
Our cutiepie ...
All the best 😊 for your movie 🎥 #PHILLAURI ... 💕",NAG
Please advise you about bank sent and how the NPA will benefit for PSU banks?,NAG
That will happen soon if China becomes dependent on Pakistan. Supporting Pakistan is the end of humanity,OAG
Hope you'll get better soon. My wishes for you. I understand that it makes no sense to waste my time understanding anything. The best buddy.,CAG
Correction made just because 2000s note are big amount as 500s and 1000s to compare.,NAG
"Please leave these worldly estates, do something good for the society",NAG
"In Mumbai, too many top politicians will pray for his health",NAG
"Then what happens in pantry trainers for the food in each Express..do we really get food, food from the picture above, when we travel with Indian Railways? If so, then please let us know the name of the Express ... The fact is that train passengers get pathetic food served in Indian railways ...",OAG
There are many people who are stupid to understand these things,CAG
"Bhaiya sabse pahle ye hai con ... mahangaayi badhi ke banwaas pr gaye hue
Note that the ban was stopped because of the fact that
Patrol and Eatables price hike pr ye mr india ban gaye the k kahin dikhe hi nohe Or do you disagree with the ad? B",CAG
"Congratulations Bmp & Modiji, Please do something to develop India, except good speeches",CAG
Obviously I have not read yet that I turned the other cheek. Funny kind of Christian fellow.,CAG
"Even Modi ji's uprising was so threatening that some spies and anti-democratic individuals said they would leave the country when he became prime minister! The same black forces are singing the same mantras now, unaware that this is the 21st century and that people can distinguish between chalk and cheese!",CAG
NDA regulates party 🎉 Good Governance 😝😝,CAG
What did bjp do in MCD in the last 10 years ... stop barking ... work now,OAG
"Thanks for the recognition, I'm a Chelsea fan, so I'm happier than you too! :)",NAG
"Bhai, that's not mainstream. Even Mira Rajput said Third Wave feminism is destructive.

And yes, mainstream feminists are indeed tyrants. They continue to riot and create a ruckus. They hate freedom of speech, they hide facts, they project lies, etc. (I have proof of everything, so please contradict my perspective and not my facts)",CAG
This happened 24 × 7. But the administration was always in sleep mode.,CAG
Pm is the cave meaning that you love the praying god also Lai,NAG
She was so privileged all her life. But we have to work to achieve our goals. We can not make our decisions.,CAG
Please comment on the rain industry regarding today's stellar outcome,NAG
Royal Enfield is symbolic ... it is not possible to shake image,NAG
The Bank of England is ready to inject another £ 250 billion of additional funds into the economy to help with the economic crisis that is likely to be caused by Brexit.,NAG
So called #GauRakshaks ..... claim that they protect 🐄 in d mother #Gaumata .... And that #Gundaz sell the mother in the market ... # export the mother to the other countries .... if they are useless for them ...... #Shame on dese #Bhakts ....,NAG
communal feelings at the peak in so-called multicultural land,OAG
Pappu is in office until the next election: D,OAG
"Dear Indian Express, I'm sorry to write that your journalists are here to misinterpret events and distort them, just to make some sensational headlines. The news about the upcoming singer Nahid Afreen was prepared without proper research and investigation. It was very sad to see that your journalists do not even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion that can only be issued by a qualified lawyer (mufti) at the request of someone who can not understand religious beliefs. The leaflet distributed as a fatwa is just a copy of a signed appeal from 46 men who believe in religious practices. The merit of the vocation can be discussed for many reasons and in many dimensions, but first and foremost an appeal can not be called a legal opinion (fatwa). We expect an apology from you for such a mistake.",CAG
Sharukh travels in a wide trail ...... Steam Engine Reporter can stop whistling for any steam during the news,CAG
Agreed..,NAG
"Heheheh, how can you expect them to take care of their image? They (Pakistanis) are on their way to sell an entire nation on behalf of CPEC to China.",OAG
"Matt Ellis I would not believe what Israel says, because Israel lies like its sugar Daddy America. It also claims to be a country that cares, but when you look behind the curtain, there is nothing but lies, hatred of others, and death",OAG
Will the metals now gather for some time?,NAG
Ram Nath Ji Goenka must be ashamed of his successors ...,OAG
"Really Mr. Jack, then Plz reveal how much black money is being destroyed, banks got around 99.8% out of 1000, 500 notes back into accounts, where is the black money.",NAG
He should be allowed to travel in the freight train with beasts. He is as valuable as they are. This luxury is more than enough for him (it !!!).,CAG
"Not surprised! Maybe you have not heard a word about the launch of the Cow Rescue Service in UP lately. No emergency service for the poor and needy, but the focus is on the cow. Ridiculous!",OAG
"Haha, so 60 years no development, only prey! Good that you accept now !!",NAG
"Pak Army invaded Indian territory, killed Indian soldiers, laughed at a cup of tea with biscuits, mutilated their bodies and went back to their barracks, now tell me while all this trash was happening, what did Indian border guards do mia khalifa and sunny Leone?",OAG
Heh Turkey is the wretched third-grade country that I know.,CAG
Do not you think that you go too far you son of a B **** ........ # Nigam,OAG
BJP won 81 seats over 50 seats by 2012. This is not a win at all .84 Place victory by Siva Sena is Landmark Win after this toilet paper,OAG
"♥ PYTHON ♥ BOT ♥ TEAM ♥

♪ ---- ""TAYYAB-XD.TK"" ---- ♪

♥ ♡ o. BOT OWNER 💢 TAYYAB KHAN 💢",NAG
Surgical strike through Pakistan and we make a surgical strike by the media! Long live diplomacy! #SaveIndien,NAG
No,NAG
Digest cattle feed,CAG
Mr. Kunder correct your facts. Prove he's a jerk.,NAG
"Illiterates have begun to teach people with the highest literacy rate.
Do you know your literacy rate in the world among Muslims? It is only 0.27%.
Dreadful..! The lowest literacy rate among all religions.",CAG
"Our Hon'ble Governor is the best, but some are not ......",CAG
Bajaj keeps the bike for maintenance and you have to get it out of the workshop when you need it,NAG
"Sitaram Yechury is a gracious person from the Marxist lobby, dominated by hardcore ideologues. As a member of the Upper House, he has contributed very constructively.",CAG
You mean investments with relationships and friends of the above,NAG
We still support Modi Sarkaar instead of Choir Congress ... Modi Sarkaar is much better and stronger than Choir Congress ...,OAG
"If it is to be banned, it should also be banned for all other religions.",CAG
Jio effect. It's like modes {Jio} and rests all out.,NAG
You can not escape the sin of promoting this useless companion,OAG
ex pm spoke jst wt he must speak as an opposing member. unlike ntng,NAG
Sanghi is the only person who has to go to Delhi to vote for the MCD. I have decided to join the Lokpal and the Corruption Crusader who is my wife and I do not know what to do.,CAG
This is time investing in bank stocks specially SBI & Icici?,NAG
"Who cares what she eats ... Even if she eats shit, we do not care",CAG
"If I live in the country where Mob behaves like that and has a license to kill, then I feel ashamed ... of your logic ... Taliban is right too, whoever kills people ...",NAG
Time to #LaughAtDeath. Did you already try it?,NAG
"The time is coming to close JNU from the government.
Why this type of institution is operated by wasting our tax money.
If JNU students are brave, you will earn some money and pay your fees.
Why taxpayers waste money.
SHAMEFUL",OAG
4 people died and Indian Express finds humor in it .. Drinking journalism ..,CAG
Lol Indian army 🐶pig army ha world 4 biggest and 4 times bigger can not fight with Pakistan 😂😂,OAG
Modes banded 500-1000 notes. So his next step should be to organize a convention party,CAG
"Transform and reinvent sustainable India. In addition, to rebuild credibility of the core Hindu value of life and to let it live with mutual respect for all.",NAG
"Kashmiris also not against people of India, but Indian occupation",NAG
What does the word cost mean? Does it take account of external debt? Does it consider human wealth?,CAG
Cnbc tv 18 beats competition on BUDGET Congratulations,NAG
Fukuk Shikha Sharma,OAG
"Mr. Narang, it is only a matter of time, I am not stupid enough to believe that governments are working to improve the masses. You must thoroughly read the Prince of Niccolo or the Republic of Plato. I'm sure once this government has completed its term of office, we'll have bigger scams ... And talk about that. Manmohan Singh ...",CAG
I hope the car occupants are safe and sound.,NAG
"Hello, what will Sun Pharma do in the short term and long term?",NAG
Tit for did in the same way .... modes request you do as soon as possible ...,NAG
For what reason? ifu,CAG
"Nothing new. Indians only clap, act instead of disseminating failures",CAG
"It remains to be seen how INC (UP-UTTARAKHAND-MANIPUR) FOR THE FIRST TIME will gain highly tech-savvy voters for INC, as tips in the latest UP poll indicate that this section was heavily involved in the poll. In addition, MAN KI BATE refers directly to this section relentlessly",NAG
I want to upgrade from my 180 CC to 400CC,NAG
Tech Mahindra Down nd andere es Lager wie Tcs Infy Wipro ..,NAG
she just makes a cheap publicity stunt. Maybe she wants to be in Big Boss.,OAG
It's like Duke 390 why they needed so much time to get started. Just give a name and change some look & reduce price ???,NAG
No respect for him now,NAG
Sehwag your comments made no sense whatsoever. You should not have made the stupid comparison. There is a big difference between cricketers and martyrs.,CAG
"Almost two months ago, I bought One Plus 2. Two days ago I dropped it and cracked the whole screen. Although it works well.
But I am unable to repair it because of the unavailability of the Jammu & Kashmir service center
It is frustrating",CAG
"This happens when one can not distinguish between a military activity and an act of barbarism.

Remember the NLI, whose soldiers you did not want to recognize during the Kargil conflict.

Keep your knowledge for yourself and live in your own fantasy land.",OAG
The cows will definitely vote for Modi ji in 2019;),CAG
"The congress is with the whole nation, I am sure of the name .................................... ................. 3rd Party of India CPI .....",OAG
Why am I not surprised. Another dictatorship is beginning to form,CAG
A true legend ... simply unique ... a tribute to the greatest philanthropist ...,NAG
Stupid poll 👎👎👎,OAG
Anna Hazard is a freshman now. His voice has no value.,CAG
Isro copied my face book technology - it's that simple,NAG
"Well, Kuwait is an American colony, right?",NAG
This time your contribution is much more positive than the previous Sir @udayan mukherjee: D,NAG
We already have enough support. Turkey is not our ally anymore like a traitor and has come to solve cashmere problem lol,CAG
"I support his speech, RSS is a divisor of the country, they do not want peace in India. municipal",OAG
"Perfect example of ""Vridha asharam"" - when people can only see and repeat words that they heard in the early morning. Indian media uses AANA JI to take only false or negative comments, either for BJP or AAP .... but would say POOR PERFORMANCE",CAG
This would be the first time in the history of the Nobel Prize that the name of a bitch is proposed together with PEOPLE ...!,OAG
"Do you have any doubts? Why did he keep some guns and ammunition, etc. If he was not in the police, why did he stop and fire at the police?",CAG
"Of course, nothing can be done in Porikistan except the education of the militants who were well-known to the Chinkis and they exploited them, they colonized Pakistan and plundered their reserves through CPC",OAG
"Name a minister or MLA / MP whose son works in ARMY / BSF / CRPF or sacrificed his life for the nation while serving on the border?
2. Name a minister or MLA / MP whose children attend government schools?
3. Name a minister or MLA / MP whose family is treated in general government hospitals rather than large private hospitals?
4. Name a minister or MLA / MP whose children do not own large luxurious cars / houses millions of rupees?
5. Name a minister or MLA / MP whose family did not go abroad with taxpayers' money?
6. Name any minister or MLA / MP whose family does not stay in 5-star hotels when visiting other states.
7. Name a minister or MLA / MP whose family could not even get an airline or train ticket one hour earlier.
There is a big such list. You can make a fool of us by saying that all people are the same, but the reality is what we all know and experience.",NAG
"Bt massive victory?
Serious?",CAG
Now this idiot realizes the truth after being a slave to a one-family rule that has destroyed our nation all these years !!!!!!!!!!!!!!!!!,OAG
"Hello Anuj, can I introduce you to Balkrishan Industries and Sun Pharma?",NAG
Mr. Macchiwala I talked to Muslims in Gujrat and they thanked him for saving their lives. I do not know where you got the idea that Modi is responsible for riots.,CAG
"Sir, you have opened the doors of competition in the telecommunications market ... well, bless you ..",NAG
Govt has to take care of the army more than RSS. Otherwise it will be RSS vs Indian Army?,CAG
Was Kassab hanged and did natural dengue death die? We have doubts and need to release video evidence to prove that Kassab was actually hanged.,NAG
"First, stop these so-called intellectuals who support Anti-National",NAG
"Please do not change, kujliwal is needed for BJP just like Rahul Gandi",NAG
"It is already 2 o'clock, but the program is still not broadcast.",NAG
Why is Linux free and virus-proof? Why Microsoft Windows so expensive? Why is not it virus resistant? Why do all PC makers prefer Microsoft Windows over Linux?,NAG
Tow terror killing at Bouder ... Indian army is a terror mob,CAG
"I have a question for you, sir. Can you please tell the temple which Kashmiri Pandits Bhajans are singing?",CAG
You are great. No doubt we are with you,NAG
"Even her feminists, who are ""aggressive"", are comparable to Nazis. Does she even know who were Nazis and what happened during the Holocaust? Does it really compare ""aggressive feminism"" with genocide?",OAG
Pakistan sends dead bodies to India ..: D as yesterday attack,NAG
"Invested in technology to secure transactions, differentiate Bank from other players: Shikha Sharma",NAG
At the end there is a lower subject. Political Science. If you know that this opinion poll plays a very important role in propaganda in order to add something to people.,NAG
And look at it around the clock and look at nothing else,CAG
nonsense,OAG
"The revenue projections must belong to the minister, regardless of the forecasts of the industry. That's the only perspective. He should think of scenario scenarios and eventualities in case projections. That's the business perspective. He has to go beyond self-glorification and only own his budget",NAG
"The country that has illiterate people likes Modi what people can expect from him
People are dying in India without home and food, but pm deals with adhair card for pet
It's really a shameful situation for 125 Crore Indians",OAG
"Anna, do not you see the corruption of BJP and Congress that has happened in the last 60 years ??",CAG
"Could you ask Vishal about his views on automation and artificial intelligence, how to re-engage people?",NAG
"mah govt itself is a loss of 25-30% annual sales, plus this will increase unemployment, they are planning to work some km of the highway area under affected urban dept, some bars and shops in mumbai are already working. Everyone knows that government will go bankrupt without this industry",NAG
"Vishnu Sreevalsan on this Mother's Day you can greet her.
""Hope your mom stays delicious this Mother's Day.""",CAG
"#ENTERTAINMENT | After shaming #NiaSharma for publishing a music video, the actor had the perfect answer: she posted a second video!",OAG
Call the Luftwaffe and bomb the hell out of Dantewada,CAG
Krokodilstränen.,CAG
"It takes quite a while for mks to consolidate. If you want instant cash, marry someone in the Q and use Rs. 2.5 Lakhs cash. Do not forget to invite bank branch manager for the wedding to enable confirmation !!!",NAG
"Friends ... cherish these fools ... Chachunder, just ....",OAG
How come that all the script mentioned on cnbc 20/20 never does it?,NAG
"""JAMMU & KASHMIR STATE NEED BUSINESS CORRIDOR""

Now j & k statesmen are upset and misguided by infiltrators. For 10 days I have received thousands of answers received from j & k statesmen and some from pakistani people i have written thesis regarding intolerance in j & k state.

Here are some people dependent on terrorist organizations and Pakistan MILITENTS and other anti-national elements. Now they are making people with stones on army and police and they have raised slogans in favor of anti-national attitudes and wearing ISIS clothing and with Pakistani flags.

J & K State students need to receive images in South India collages because there is no mutual understanding and interaction between J & K state and Southern states. In my opinion, this is the great salvation for intolerance.

Need marriage proposals between south and north with j & k statesmen.

J & K State suffers from Lobour Acts and implementations because it does not survive a route map for living with good odds, this is the main problem in j & k state why teen law violates law.

Requires Industrial Hub in the J & K state for better yields.

I urge Prime Minister MODI Ji that, please bring the new reforms for j & k state for a better future to our citizens .... Jai Hind

S V P YADAV
journalist
+918019563514",CAG
Should be stopped,OAG
And,NAG
You will now turn into a bike ... I just know ... Human Transformers!,CAG
"Sir, go on! India now understands who is wrong",CAG
"Pakistan on Monday rebuffed India's allegations of killing two soldiers in ""unprovoked"" fires and destroying their bodies near the checkpoint in Jammu and Kashmi",NAG
"In other words, the Indian army says that Pakistani soldiers went to the Indian side via the LoC, the corpses of two Indian soldiers mutilated and returned, while no one on the Indian side dared to get involved. 😂😂",NAG
What was the reason for today's upswing in the electricity sector?,NAG
He compared it to child mortality. A literacy rate of 100% does not give the right to kill children.,NAG
Do some research and groundwork .. age .. media do not give correct picture .. more than 80% indian support modes decision ..,NAG
Stock prices of Tata sons are raised,NAG
"Anirban Kundu
So you are the pesticide",CAG
"Jio - A change, aweaome jio, hit on idea airtel",NAG
"You have proven your mentality.
Read the comment, understand intellectually.
If you do not have knowledge about visual technology. U should not comment on a newcomer
I do not comment on scripts.",NAG
