comment_text,label
"it's cowardly like you stabbing ... just wait and look ... you forgot the day 2 Porki lakh soldiers were released from India ... by the way what's happening in the news channel Indian, not your country has your own channels?",OAG
Hi Anuj brought divis to days to 710 what to do and Tata engine dvr 275 a target,NAG
People talk about the common man who suffers all the time. It is the same country where thousands gave their lives for freedom. Let the ordinary man bear little trouble in queuing for the common good.,CAG
I visited 5 ATM but I cont able to withdraw money .. does not work ..,CAG
"I know you people of Nagaland

And Meghalaya hate bjp

But it's the truth

2 seats of lok sabha of these 2 states can not stop bjp

Assam and arunachal yes it counts

But these states become bastions of bjp day by day
Including Manipur

Tripura

And sikkim",NAG
"Modi ji, you are suffering from pain and no real gains.",CAG
"Hell with BJP. All political parties are corrupt and I do not like anyone. They are there to make money, no matter who you vote for. But supporting the Naxalites who kill our soldiers, siding with the JNU students who shout ""Bharat ke tukde Katenge"" and Afzhal Guru tere Katil jinda hai and very recent ""there is nothing wrong with singing Pakistan zhindabad"" are all attributed to this man. From where he is decidedly anti-national.",CAG
He was harassing the poor girl ... Instead of helping her ... Go to the conclusions ... impulsive,OAG
"oh ... I understand ... he says 'sell yourself bajaj, for making me do that'!",OAG
"udhav a bjp sa place, bravo shivsena",CAG
"Inadventable atory. Some time ago, India was falsely claiming surgical strikes in Pakistan and was now demanding a surgical strike in Pakistan. Still wrong.",CAG
Please advice on nifty bank and how the NPA will benefit for PSU banks?,NAG
Plz share your opinion on the life of astec ?? Purchased at 675,NAG
We should use the doctrine of offensive defensive strategy. Learn the lessons of Israel ..and give free hand to security forces and secret missions inside Pak to bleed Pakistan.,NAG
"Tollywood Parbhas Die Heart Fans Where is Parbhas acting in Bahubali 2 😂😂😂😂😂Bahubali 2 it's Graphics Cartoon Movie Do not compare Indian cinema Bollywood Films Khan Acting Aamir, Salman and Shahrukh Acting",CAG
"Shameful damage and then these humble so-called civilized civilization of Pakistan claim the Pakistani army to be professional soldiers .... They are true professionals but are professional terrorists ..... Certainly not soldiers .... No only India and the Indians, but the global world now understands them and recognizes them as professional terrorists.",OAG
"India must prevent Pakistani soldiers from crossing the LOC and sneaking to India at any cost. To this end, we should use the balls liberally. At the same time, India should also impose a trade embargo on Pakistan, and urge and convince the United States and other powers to introduce economic sanctions against Pakistan for an indefinite period. Only then would this terrorist state be knelt down.",NAG
"Haram - Pig
Pig - Scavengers
Scavengers - Eat Dead
Harm Dead - Mutilation
Mutilations - Pakistan
Pakistan - Pig",OAG
"On the other hand, Reliance Jio gives for 3k - 3 months unlimited call subscription (STD, Roaming), Unlimited 4G (which means real speed 4G). Oh and wait, they extended this 3 month plan to 4 for the first customers.
Airtel must reduce its 4G / 3G tariffs. For 1599 just 5 GB Internet? : |",NAG
Mistry must corroborate the bad action of Tata Sounds: Tata Counsel,NAG
what is the point of view on energy suzlon for purchase by canadian solar,NAG
"Baba always wants to cash in the emotional atmosphere, he has lost its dramatically dramatic luster.",NAG
People will be happy if they are 2 km away,CAG
Please do not lose the series .. It will be shameful to lose against this Australian team at home ...,NAG
Well said,NAG
India has become a leading country in the use of mobile data: Mukesh Ambani,NAG
Okay.,NAG
"Where is the intolerance of Indian groups .... Where is all.khan ....
Amir khan muslim ... talking Everyone thinks ...",OAG
Tweet or hate ??,CAG
Indian Express found Shirish Kunder more recognizable personality for the news of the first page --- This is where the standard of Indian Express fell - Oh I forgot Sitaram Yachur's wife is resident Indian editor Express --- So it's ok,CAG
#ENTERTAINMENT | Karan Johar could have Justin Bieber to launch the sixth season of #KoffeeWithKaran.,CAG
But it's hypothetical. BJP will never win.,CAG
Mohit Soni this is the real bro please read carefully,NAG
"5 lakh at a time (impartial approach) regardless of the rank of the medal, proud to be a footballer😐",NAG
Pakisthan does not have the courage to admit something true ... liars,OAG
"I'm not a fan of salman, but I think you're a fan of zee news nano chit in 2000 notes and do not talk about intellect here coz people who have low intellect judge people on the basis of their choice",CAG
"---- The majority of Kashmiris are pro-India but are unable to enforce effectively in order to bring normality back to Kashmir so by invitation I will go to Kashmir where, with all the Kashmiri pro-India, we (by the political movement ) will try to bring normality to Kashmir and also to solve the problem of Kashmir as mentioned in: -

http://aapress.com/ethnicity/indian/another-opportunity-to-solve-kashmir-problem/ OR

http://www.alwihdainfo.com/Another-opportunity-to-solve-Kashmir-problem_a43528.html OR

http://www.pakistanchristianpost.com/letterdetails.php?letterid=790 OR

https://groups.yahoo.com/neo/groups/kashmir-global-network/conversations/messages/50215

cordially

Email: hemraj_jain@yahoo.com",NAG
"But lynching has never been part of the struggle for freedom, but how are the Chaddis who have always been British chamchas know it?",CAG
Sham sur toi,OAG
"Dear India, stop playing with the emotions of your people for the votes.",CAG
Why do not you compare the five worst riots after Independence and know where it failed more than the Congressional CMs of other riot-affected states,NAG
"I remember a Japanese fan doing this at the last FIFA World Cup, I wonder now if the Mizo died of Japanese during the Second World War in the famous battle of Kohima between British and Japanese.
P.S. Intentional word game",NAG
When is the work on NH-8 finished? The hero Honda Chowk?,NAG
Anna hazare is agent,CAG
"Ask the khans to do it ... Anyway, they kill them when they are drunk ... And then start with being human",CAG
"You can be sure that the shooter was a white American (Christian and not a Muslim), otherwise the title would be ""Muslim"" and not ""Beer"" as the first word. There would be more calls for Trump's ""Muslim ban,"" which the world's joke has failed to implement - but will the big Orange One now demand a ""ban on drinking""? beer""?",CAG
"If you can not do anything good for your country, support at least those who are trying to do something better for the country. Today, the whole world recognizes India because of Modi.",CAG
"And it is these people who promise not to ban beef in the Northeast, hypocrisy at its best.",OAG
"You should not take this guy seriously. After all, his only contribution is to produce three children.",OAG
"All Indian Muslims are anti-Indian just that they expect to soon become the majority and seize India, and still their sympathy for Pakistan and show that they love India, all the farce.",OAG
What's going on?,OAG
the man who is with you copy people paste the same comment everywhere .. do not get tired ..,CAG
"Amma will always remain in our hearts
May his noble soul rest in peace.",NAG
I love,NAG
According to Zee News 405 for seats for BJP in UP. The total electoral district is 403. Two seats donated by Zee News for free.,CAG
"Irony is your display image at one end, you are happy to see an innocent dying person and at the other end, you pray not to kill an innocent",CAG
What about Tata engines? Was there an overreaction? What is your opinion?,NAG
Your army has entered as a thief in our territory. Your army men are cowards. India has made surgical strikes and informed your army.,OAG
Nobody can defeat Modi now Bihari people could be saddened that they make bjp jdu elect a burden for them,CAG
Anuj and Porinju of the opinion that the markets will make a new high before the budget,NAG
The so-called laity ruled the nation for 60 years and they did not even forbid RSS ...... lol,OAG
#save you my friend,OAG
This puppet is out for election MCD #chutiya,CAG
"They get benefits because these areas are not used, so the departure routes will make them weak,",CAG
Are you guys from university? Gaurav Seth PJ Anshu Mishra Shubham Singh,NAG
"It's OK. We lost a match not the series. Losing and winning is part of the game, you can not always win every game. You win. you lose it.",NAG
So they fired across the border and came in to mutilate the corpses. Sorry I do not buy it at all.,CAG
Do you see nifty hitting all the high times in this exhalation?,NAG
"Yes sir. This, of course, will happen. When the cow becomes president, the prime minister, the CM, the MP, the MPP and the man walk down the road to get food and die after swallowing plastic.",CAG
"Let us accept the fact that we have a mini-Pakistan here and many Pakistani anti-national elements exist in the country. Which are funded by enemy nations to weaken the integrity, peace and security of the nation with the help of some heavyweight traitors in politics. Whether in the Northeast, Kashmir or Hyderabad, as long as a large part of the marginal elements for their short-term political or monetary gains prefer to destabilize the economy or national integrity after the support of external forces, resolve the question of Pakistan or China. to be a distant dream for Mr. Modi and his associates. Unless the rotten fish are removed from the pond, we can not expect a clean system.",NAG
"Winning elections is not important, but it meets the expectations of citizens. Nowadays, people vote blindly for religion and not for development
frankly, we need activists of all people who want to experience an impartial development, this group of activists should keep a legal control over the POLITICIANS, beurocrats to see that they work properly and do not waste the public money. This is the only way to save our country from corrupt and religion-based politicians",OAG
Guess what ... All this happens every day right .. ??,OAG
Congratulations!,NAG
"11000 or 11 Lakh. In the end, the truth prevails and the truth is that Kejriwal delivers! Period!!",NAG
"It is true that all good work is fought by a particular group of interests. In fact, our political parties often support such elements in search of polling stations. Aggressive media activism is also absent. Hello",CAG
"would like to know about Welspun India, REC, Wockhardt, GATI and Metalyst",NAG
True,CAG
"Guys .. how long do we carry this nl. Are we so weak that we can not give a suitable answer, 😡😡😡😡",NAG
"However, the reserve is not a poverty reduction scheme, it is only there for social groups, historically exploited, marginalized, weakened. According to the Supreme Court, Muslims wanted a window in OBCs, you can create panes within OBCs, without crossing the 50% mark, but not on the basis of religion.",CAG
"jokes are done very seriously, it's an Indian way of doing business - fear of uncertainty",NAG
"I am for freedom of speech, but against the freedom of speech of another young pamphlete!",CAG
if they are not then their picture will be further deteriorated,OAG
We will see a new battle between the sons and shapoorjees of Tata.,NAG
Mens blame .Daily know for women s. Violence against men,NAG
"And there was a time when we had the Congress both at the state and the center, 15 years in Assam and 10 years in the center, and especially a named Prime Minister of Assam!",NAG
He should be paid by the police who kept the money with them. Or as promised RBI,CAG
"Yes, Antonio ... for us, God is in us. So everything / everyone is a manifestation of God to the followers of Sanatana Dharma.",NAG
our president has no history as modi killing thousands of Muslims in gujrat,OAG
Mouni baba open mouth,CAG
"Anna, unfortunately, lost all credibility. He conveniently forgot the Lokpal bill. He is saffron under the skin. Kejriwal, on the other hand, has transformed the face of Indian politics. The big parties quietly adopted everything he defended.",CAG
"1). As a rule, the speakers should not be used between 10 pm and 6 am

2) ""If Muslims have the right to give azaan, non-Muslims have the right to sleep peacefully"". Verdict of the High Court",CAG
If India can shoot innocent civilians then mutilate their soldiers is fully justified,OAG
"Mohammad Usman. Leave my country.
The score was based on the theory of the two nations. So, ALL MUSLIMS SHOULD GO TO PAKISTAN.",OAG
I want to meet the girl who said that the iPhone is easy to use !!!,CAG
But it's a big decision and TATA has to clean the air.,NAG
Hello anuj sir your opinion on just dial after this rally that will continue or profit from booking,NAG
"You are the best of all ... 💞
Our Cutiepie ...
All the best 😊 for your movie 🎥 #PHILLAURI ... 💕",NAG
Please advice on nifty bank and how the NPA will benefit for PSU banks?,NAG
It will happen soon when China depends on Pakistan. Supporting Pakistan means the end of humanity,OAG
"I hope you will recover soon. My wishes for you. I understand it, it is useless to waste my time to make you understand something. All the best friend.",CAG
Correption makes essy becouse 2000rs note are large quantity as compared to 500rs and 1000rs.,NAG
"Please leave this secular position, do something good for society",NAG
In mumbai too high politician will pray for his health,NAG
"So what is going on in the catering coach dedicated to catering in all the express..We really get food, meal from the picture above when we travel by the Indian Railways ? If yes then please let us know the name of the express ... the fact is that rail passengers get the pathetic food served in the Indian Railways ...",OAG
There are many people who are stupid to let off steam,CAG
"Bhaiya sabhe pahle ye hai kon ... mahangaayi badhi ke banwaas pr gaye hue le,
Note that the ban has been stopped due to the fact that
Patrol and eatables pr price hike ye mr India ban gaye k hi kahin dikhe Nohe Or do you disagree with the advertising promotion b",CAG
"Congratulations Bmp & Modiji, Please do something to develop India, except good speeches",CAG
"Of course, I did not read about turning the other cheek. Funny kind of christian type.",CAG
The rise of Modi ji was also worrying as some drugged and anti-democratic individuals said they would leave the country if he became Prime Minister! The same black forces are now singing the same unconscious mantras as it's the 21st century and people can tell the difference between chalk and cheese!,CAG
The NDA Rules Part 🎉 Good Governance 😝😝,CAG
What has bjp done in the last 10 years in the MCD ... stop barking ... now work,OAG
"Thanks for recognizing, I'm a fan of Chelsea, so I'm happier than you too! :)",NAG
"Bhai it's not common. Even Mira Rajput said that the feminization of the third wave is destructive.

And yes, traditional feminists are indeed bullies. They continue to riot and create ruckus. They hate freedom of expression, they hide facts, they throw lies, etc. (I have evidence for all this, so please counter my point of view and not my facts)",CAG
These occurred 24 × 7. But the administration was still in sleep mode.,CAG
Pm is den means den to find and pray God also lai,NAG
She has been so privileged all her life. But we must work to achieve our goals. We do not make our choices.,CAG
please comment on the rain industry regarding the stellar result today,NAG
Royal Enfield is the icon ... it is not possible to shake the image,NAG
The Bank of England is ready to inject an additional 250 billion pounds into the economy to help it overcome the economic crisis that could be caused by Brexit.,NAG
So called #GauRakshaks ..... Claim that they protect 🐄 in the mother #Gaumata .... And dese #Gundaz sells her mother in the market ... # Export her mother to other countries .... when shes of no use for them ...... #Shame on dese #Bhakts ....,NAG
community feelings about the summit in this so-called multicultural country,OAG
Pappu is on leave until the next election: D,OAG
"Dear Indian Express, I am sorry to write that your reporters are there to misinterpret the events and present them in a distorted way just to make sensational titles. The news about future singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists do not even know the difference between fatwa and call. A fatwa is a non-binding legal opinion issued only by a qualified lawyer (Mufti) at the request of a person who does not understand the religious guidelines while the booklet that is distributed and presented as Fatwa is only a paper copy an appeal signed by 46 men who believe in religious practices. The merit of the appeal can be discussed on many points and in many dimensions, but first and foremost, an appeal can not be called a legal opinion (Fatwa). We are waiting for an apology from you for such an error.",CAG
sharukh moves in a large gauge ...... reporter of the steam engine can stop whistling for each steam during the news,CAG
Okay..,NAG
Heheheh how can you assume that they care about their image? They (Pakistanis) are heading for the sale of the entire nation to China on behalf of the CPEC.,OAG
"Matt Ellis I would not believe one thing Israel says, because Israel lies like its sugar Daddy America. It also claims to be a country that cares but when you look behind the curtain there are only lies, hatred towards others and death",OAG
Will the metals rally for some time now?,NAG
Ram NATH ji Goenka must be ashamed of his successors ...,OAG
"Really Mr. Jack, then Plz reveal how much black money is destroyed, the banks have received about 99.8% of 1000, 500 return tickets in the accounts so where is the black money.",NAG
He should be allowed to travel on the freight train carrying animals ... it's as good as they are. This luxury is more than enough for him (that !!!).,CAG
"Not surprised! Perhaps you have not heard about the recent launch of the UP cow ambulance service? No ambulance service for the poor, but the focus is on the cow.",OAG
"Haha, so 60 years no development, only booty !!! Good you accept now !!",NAG
"The Pak army broke into the Indian land, killed Indian soldiers, laughed at cups of tea with biscuits, mutilated their bodies and returned to their barracks, now tell me that all this was happening what the forces were doing. Indian frontier looking mia khalifa and sunny leone?",OAG
Heh Turkey is the pathetic 3rd class country I know.,CAG
Do not you think you are going too far? Son of a B **** ........ # Nigam,OAG
BJP won 81 seats of more than 50 seats in 2012. This is not the victory at all .84 Siva sena's victory is the victory of the landmark according to this toilet paper,OAG
"♥ PYTHON ♥ BOT ♥ TEAM ♥

♪ ---- ""TAYYAB-XD.TK« ---- ♪

♥ ♡ o. BOT OWNER 💢 TAYYAB KHAN 💢",NAG
Surgical blow by Pakistan and we are doing a surgical strike through the media! Long live the Modi diplomacy! #SaveIndia,NAG
Not,NAG
Digest the cattle feed,CAG
"Mr. Kunder corrects your facts. Prove him, he's crazy.",NAG
"Illiterates have started teaching at the highest literacy rates now.
Do you know your literacy rate in the world among Muslims? It's just 0.27%.
Horrible..! The lowest literacy rate among all religions.",CAG
Our honest governor is better but someone does not ......,CAG
"For maintenance, bajaj keeps the bike and you have to get it from the workshop when you need it",NAG
"Sitaram Yechury is a kind person from the Marxist lobby dominated by hardcore ideologues. As a member of the upper house, he contributed in a very constructive way.",CAG
you mean the investment made with the relationships and friends of the above,NAG
We still support Modi sarkaar rather than Chor Congress ... Modi sarkaar is much better and stronger than Chor Congress ...,OAG
"If it is to be banned, it should also be prohibited for all other religions.",CAG
Jio Effect. It's like Modi {Jio} and rest all of you.,NAG
You can not escape the sin of promoting this useless fellow,OAG
ex pm spoke and he must speak as an opposite member.,NAG
Sanghi is the only person who has to go to Delhi to go to the CDM elections I decided to join the Lokpal and the corruption activist and I want to do what I want to do.,CAG
Is it time to invest in bank shares especially SBI & Icici?,NAG
Who cares what she eats ... Even she eats poo it does not matter,CAG
If I live in the country where the crowd behaves like that and have the license to kill then I feel ashamed ... by your logic ..taliban is also just that stone to the death of people ...,NAG
Time for #LaughAtDeath. Have you ever tried it?,NAG
"The time has just closed down JNU by the government.
Why this type of institute is headed by wasting our tax money.
If JNU students have guts, then please make money, then pay your fees.
Why is taxpayers' money being wasted?
SHAMEFUL",OAG
4 people are dead and Indian Express finds humor in this newspaper.,CAG
Lol Indian army 🐶pig army ha world 4 largest and 4 times bigger can not fight with Pakistan 😂😂,OAG
Modi banded 500-1000 notes. So his next step should be at the congress party of the band,CAG
"Transform and reinvent sustainable India. Also, rebuild the credibility of the basic Hindu value of living and let live with mutual respect for all.",NAG
"Kashmiris also not against the people of India, but the Indian occupation",NAG
What does the word cost mean? Does this take into account the foreign debt? Does he consider human wealth?,CAG
Cnbc TV 18 reverses the competition on BUDGET congratulations,NAG
Fcuk de Shikha Sharma,OAG
"Mr. Narang is just the case of the time, I am not stupid enough to believe that the goveres work for the improvement of the masses ... it is necessary to read thoroughly The Prince of Niccolo or the Republic of Plato. I am sure that once this government finishes its mandate in the office, we will have bigger scams to cite ... And that's what Dr. Manmohan Singh is talking about ...",CAG
Let's hope that the occupants of the cars are safe and unharmed.,NAG
"Hello, what will Sun Pharma be in the short term and in the long term?",NAG
Tit for tat the same way .... modi asks plz to do the action as soon as possible ...,NAG
Why? Ifu,CAG
"Nothing new about it. Indians only gossip, act instead of spreading chess",CAG
"It remains to be seen how INC (UP-UTTARAKHAND-MANIPUR) will attract FIRST TIME tech-savvy voters to the INC as spikes in the recent UP poll pointing to the massive participation of this section in the poll. In addition, MANN KI BATE points directly to this section relentlesly✔",NAG
I want to go from my 180 CC to 400CC,NAG
tech mahindra down nd other stocks like tcs infy wipro ..,NAG
she's just doing a cheap publicity stunt. maybe she wants to be big boss.,OAG
It's like the Duke 390 why they took so long to launch it. Just give a name and change your look and reduce the price ????,NAG
No respect for him now,NAG
Sehwag your comments made no sense at all. You should not have made the stupid comparison. There is a big difference between a cricketer and a martyr.,CAG
"I bought One Plus 2 about two months ago. Two days ago, I dropped it and cracked the entire screen. Although it works well.
But I am not able to repair it because of the unavailability of the service center in Jammu and Kashmir ...
It's frustrating",CAG
"This is what happens when you can not discern between a military activity and an act of barbarism.

Remember the INT, the bodies you refused to recognize the soldiers in a karchile conflict.

So, keep your knowledge for yourself and live in your own imaginary country.",OAG
The cows will certainly vote for Modi ji in 2019;),CAG
"Congress is with the whole nation, I am sure of the name of .................................... ................. 3. Party of India CPI .....",OAG
Why I'm not surprised Another dictatorship begins to form,CAG
A true legend ... simply incomparable ... bravo to the greatest philanthropist ...,NAG
Stupid investigation 👎👎👎,OAG
Anna Hazard is a novice now. His voice has no value.,CAG
Isro copied my face book technology --- as simple as that,NAG
Well Kuwait is an American colony is not it?,NAG
This time your post is much more positive than the previous Sir @udayan mukherjee: D,NAG
We already have enough support. Turkey is not our ally anymore as a traitor and have come to solve the problem of Kashmir lol,CAG
"I support his speech, RSS is divisive country, they do not want to stay in peace in India. communal",OAG
"Perfect example of ""Vridha asharam - when people can just see and repeat the words they heard early in the morning"" Indian media use AANA JI to make only false or negative comments for either BJP or AAP .... but would say Poor Performance",CAG
It would be the first time in the history of the Nobel Prize that the name of a dog is proposed with HUMANS ...!,OAG
"Do you have a doubt? Why was he holding many guns and ammunition, etc. If he was not there when the police were rounded up, why was he shooting at the police?",CAG
"Of course, nothing can be done in Porikistan except for the training of activists. It was well known to chinkis and they took the opportunity to colonize in Pakistan by looting their reserves through the cpec.",OAG
"Do you name a minister or MP / MP whose son works in the Army / FBS / CRPF or has sacrificed his life for the nation while serving at the border?
2. Name a minister or MP / MP whose children attend public schools?
3. Do you name a minister or MP / MP whose family is treated in common public hospitals and not in large private hospitals?
4. Name a minister or MP / MP whose children do not have big luxury cars / millions of rupees?
5. Do you name a minister or MP / MP whose family did not visit abroad with the taxpayer's money?
6. Name a minister or MP / MP whose family does not stay at a 5-star hotel when visiting other states in the country.
7. Name a minister or MP / MP whose family could not get a train or plane ticket even an hour ago.
There is a big list like that. They can ridicule us by saying that all people are equal, but the reality is what we all know and experience.",NAG
"Bt massive victory?
Seriously?",CAG
"Now this idiot realizes the truth after being a slave to a single family rule, which has destroyed our nation all these years !!!!!!!!!!!!!!!!!",OAG
"Hi Anuj, can I have your opinion on Balkrishan Industries and Sun Pharma.",NAG
Mr. Macchiwala I spoke to Muslims in Gujrat and they were grateful to him because he saved their lives. I do not know where you got the idea that Modi is responsible for the riots.,CAG
"Sir, you have opened the doors of competition in the telecommunications market ... Well, bless you ..",NAG
"The government has to deal with the army more than the RSS. If not, will it be RSS vs. Indian Army?",CAG
Is Kassab hanged and died of dengue fever? We have doubts and the government should release video evidence to prove that Kassab was actually hanged.,NAG
First of all terminate those so-called intellectuals who support anti-national,NAG
"Please do not change, kujliwal is needed for BJP just like Rahul Gandi",NAG
it is already 14h but the program is still not broadcast.,NAG
Why is Linux free and protected against viruses? Why Microsoft Windows so expensive? Why is not this proof of virus? Why do all PC makers prefer Microsoft Windows on Linux?,NAG
Tow terrorst killd to sulk ... the Indian army is a terrorist crowd,CAG
I have a question for you sir. Can you please name the temple please also what Kashmiri Pandits are singing bhajans?,CAG
You're great no doubt we're with you,NAG
"Still according to her feminists who are ""aggressive"" are comparable to the Nazis. Does she even know who the Nazis were and what happened during the Holocaust? Does she really compare ""aggressive feminism"" to genocide?",OAG
Pakistan sends corpses to India ..: D like yesterday's attack,NAG
"Invest in technology to secure transactions, differentiate the bank from other players: Shikha Sharma",NAG
"In graduation there is a sub. Political science. If you know that this opinion poll plays a very important role in terms of propaganda, to make people think.",NAG
"And watch it 24/7, and do not look at anything else",CAG
Absurdity,OAG
The revenue forecasts must be held by the Minister regardless of projections provided by the industry. It's the only perspective. He should think about scenario building and contingencies in the case projections. It's the business perspective. He must go beyond self-glorification and just own his budgets,NAG
"The country that has an illiterate as a modi that people can expect from him
People are dying in India without home and food, but pm busy doing adhaar card for animals
It's really a shameful situation for 125 Indian crore",OAG
"Anna, you do not see the corruption of the BJP and Congress that's been going on for 60 years ??",CAG
Could you ask Vishal about his views on automation and artificial intelligence on how to retrain people,NAG
"mah govt itself is at a loss of 25-30% of annual revenues, plus it will increase unemployment, they plan to make cable in some km of the road under the relevant municipal department, bars and shops in mumbai are already working . Everyone knows that the government will literally go bankrupt without this industry, this is the source of revenue",NAG
"Vishnu Sreevalsan in this day of the mother, you can welcome them.
""I hope your mother will be delightful this Mother's Day.""",CAG
"#ENTERTAINMENT | After #NiaSharma was ashamed of having posted a video clip, the actor had the perfect answer: she posted a second video!",OAG
Call in the air force and bomb Dantewada's hell,CAG
Crocodile tears.,CAG
"It takes a lot of time to consolidate mkts. If you want money immediately, get married with someone in the Q and avail Rs 2.5 lakhs in cash. Do not forget to invite the manager of the bank branch for the wedding to allow confirmation !!!",NAG
"The friends ..stop giving so much importance to these fools ... Chachunder, just ....",OAG
How is it that the entire script mentioned on cnbc 20/20 never does,NAG
"""JAMMU & KASHMIR NEED A BUSINESS CORRIDOR""

Now the people of the state of J & K are in the excitement and they have been misled by infiltrators. For the past 10 days, I have received thousands of replies from state officials and some representatives of the Pakistani people, whose thesis I wrote, about intolerance in the state of Japan. .

Here, some people depend on terrorist organizations and Pakistani militants and other anti-national elements. Now they are rocking the army and the police, and they have brandished slogans in favor of anti-nationalism and wearing ISIS robes and Pakistani flags.

J & K State students must be admitted to the South Indian Collages because there is no mutual understanding and interaction between the J & K State and the Southern States. In my verdict, it is the great salvation of intolerance.

Need marriage proposals between the South and the North with the people of the state j & k.

J & K State suffers from Lobour Acts and implementations because there is no road map to survive with good opportunities this is the major problem in J & K State that's why teenagers are following an illegal act.

Need Industrial Hub in J & K state for better earnings.

I ask Prime Minister Ji MODI that, please bring the new reforms to j & k state for a better future to our citizens .... Jai Hind

S V P YADAV
Journalist
+918019563514",CAG
Should be stopped,OAG
Yes,NAG
They will now turn into a bike ... I just know ... Human Transformers!,CAG
"Sir, continue! India now understands who are wrong",CAG
"Pakistan on Monday rejected India's accusation that it killed two soldiers in ""unprovoked"" shots and mutilated their bodies near the line of control in Jammu and Kashmi #drama",NAG
"In other words, the Indian army says that the Pakistani soldiers crossed the LoC on the Indian side, mutilated the bodies of two Indian soldiers and returned while no one on the Indian side dared to engage them. 😂😂",NAG
What was the reason for the recovery in the electricity sector today,NAG
He compared it with regard to infant mortality. Having a literacy rate of 100% does not give the right to kill infants.,NAG
Do a little research and ground work .. dude .. media does not give the right picture .. more than 80% of the decision made by Indian support modi ..,NAG
Tata's stock prices will be increased,NAG
"Anirban Kundu
So you are the pesticide",CAG
"Jio - A change, awioome jio, slap at the idea of ​​airtel",NAG
